Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Viola Davis,1965,,Stranska,True,0,Fences
Bruce Davison,1946,,Glavna,False,1,Longtime Companion
Bruce Davison,1946,,Glavna,True,0,Longtime Companion
Bruce Davison,1946,,Stranska,False,0,Longtime Companion
Bruce Davison,1946,,Stranska,True,0,Longtime Companion
Andra Day,1984,,Glavna,False,1,"United States vs. Billie Holiday, The"
Andra Day,1984,,Glavna,True,0,"United States vs. Billie Holiday, The"
Andra Day,1984,,Stranska,False,0,"United States vs. Billie Holiday, The"
Andra Day,1984,,Stranska,True,0,"United States vs. Billie Holiday, The"
Doris Day,1922,2019,Glavna,False,1,Pillow Talk
Doris Day,1922,2019,Glavna,True,0,Pillow Talk
Doris Day,1922,2019,Stranska,False,0,Pillow Talk
Doris Day,1922,2019,Stranska,True,0,Pillow Talk
Daniel Day-Lewis,1957,,Glavna,False,3,My Left Foot [w 9]
Daniel Day-Lewis,1957,,Glavna,True,3,My Left Foot [w 9]
Daniel Day-Lewis,1957,,Stranska,False,0,My Left Foot [w 9]
Daniel Day-Lewis,1957,,Stranska,True,0,My Left Foot [w 9]
Ana de Armas,1988,,Glavna,False,1,Blonde
Ana de Armas,1988,,Glavna,True,0,Blonde
Ana de Armas,1988,,Stranska,False,0,Blonde
Ana de Armas,1988,,Stranska,True,0,Blonde
Olivia de Havilland,1916,2020,Glavna,False,3,To Each His Own [w 10]
Olivia de Havilland,1916,2020,Glavna,True,2,To Each His Own [w 10]
Olivia de Havilland,1916,2020,Stranska,False,0,To Each His Own [w 10]
Olivia de Havilland,1916,2020,Stranska,True,0,To Each His Own [w 10]
Robert De Niro,1943,,Glavna,False,6,Raging Bull [w 11]
Robert De Niro,1943,,Glavna,True,2,Raging Bull [w 11]
Robert De Niro,1943,,Stranska,False,0,Raging Bull [w 11]
Robert De Niro,1943,,Stranska,True,0,Raging Bull [w 11]
Vittorio De Sica,1901,1974,Glavna,False,1,"Farewell to Arms, A"
Vittorio De Sica,1901,1974,Glavna,True,0,"Farewell to Arms, A"
Vittorio De Sica,1901,1974,Stranska,False,0,"Farewell to Arms, A"
Vittorio De Sica,1901,1974,Stranska,True,0,"Farewell to Arms, A"
Marina de Tavira,1974,,Glavna,False,1,Roma
Marina de Tavira,1974,,Glavna,True,0,Roma
Marina de Tavira,1974,,Stranska,False,0,Roma
Marina de Tavira,1974,,Stranska,True,0,Roma
James Dean,1931,1955,Glavna,False,2,East of Eden
James Dean,1931,1955,Glavna,True,0,East of Eden
James Dean,1931,1955,Stranska,False,0,East of Eden
James Dean,1931,1955,Stranska,True,0,East of Eden
Ruby Dee,1922,2014,Glavna,False,1,American Gangster
Ruby Dee,1922,2014,Glavna,True,0,American Gangster
Ruby Dee,1922,2014,Stranska,False,0,American Gangster
Ruby Dee,1922,2014,Stranska,True,0,American Gangster
Benicio del Toro,1967,,Glavna,False,1,Traffic
Benicio del Toro,1967,,Glavna,True,1,Traffic
Benicio del Toro,1967,,Stranska,False,0,Traffic
Benicio del Toro,1967,,Stranska,True,0,Traffic
Ariana DeBose,1991,,Glavna,False,0,West Side Story
Ariana DeBose,1991,,Glavna,True,1,West Side Story
Ariana DeBose,1991,,Stranska,False,0,West Side Story
Ariana DeBose,1991,,Stranska,True,0,West Side Story
William Demarest,1892,1983,Glavna,False,1,"Jolson Story, The"
William Demarest,1892,1983,Glavna,True,0,"Jolson Story, The"
William Demarest,1892,1983,Stranska,False,0,"Jolson Story, The"
William Demarest,1892,1983,Stranska,True,0,"Jolson Story, The"
Judi Dench,1934,,Glavna,False,7,Shakespeare in Love
Judi Dench,1934,,Glavna,True,1,Shakespeare in Love
Judi Dench,1934,,Stranska,False,0,Shakespeare in Love
Judi Dench,1934,,Stranska,True,0,Shakespeare in Love
Catherine Deneuve,1943,,Glavna,False,1,Indochine
Catherine Deneuve,1943,,Glavna,True,0,Indochine
Catherine Deneuve,1943,,Stranska,False,0,Indochine
Catherine Deneuve,1943,,Stranska,True,0,Indochine
Sandy Dennis,1937,1992,Glavna,False,0,Who's Afraid of Virginia Woolf?
Sandy Dennis,1937,1992,Glavna,True,1,Who's Afraid of Virginia Woolf?
Sandy Dennis,1937,1992,Stranska,False,0,Who's Afraid of Virginia Woolf?
Sandy Dennis,1937,1992,Stranska,True,0,Who's Afraid of Virginia Woolf?
Gérard Depardieu,1948,,Glavna,False,1,Cyrano de Bergerac
Gérard Depardieu,1948,,Glavna,True,0,Cyrano de Bergerac
Gérard Depardieu,1948,,Stranska,False,0,Cyrano de Bergerac
Gérard Depardieu,1948,,Stranska,True,0,Cyrano de Bergerac
Johnny Depp,1963,,Glavna,False,3,Pirates of the Caribbean
Johnny Depp,1963,,Glavna,True,0,Pirates of the Caribbean
Johnny Depp,1963,,Stranska,False,0,Pirates of the Caribbean
Johnny Depp,1963,,Stranska,True,0,Pirates of the Caribbean
Bruce Dern,1936,,Glavna,False,1,Nebraska
Bruce Dern,1936,,Glavna,True,0,Nebraska
Bruce Dern,1936,,Stranska,False,1,Nebraska
Bruce Dern,1936,,Stranska,True,0,Nebraska
Laura Dern,1967,,Glavna,False,2,Marriage Story
Laura Dern,1967,,Glavna,True,1,Marriage Story
Laura Dern,1967,,Stranska,False,0,Marriage Story
Laura Dern,1967,,Stranska,True,0,Marriage Story
Brandon deWilde,1942,1972,Glavna,False,1,Shane
Brandon deWilde,1942,1972,Glavna,True,0,Shane
Brandon deWilde,1942,1972,Stranska,False,0,Shane
Brandon deWilde,1942,1972,Stranska,True,0,Shane
Leonardo DiCaprio,1974,,Glavna,False,5,"Revenant, The"
Leonardo DiCaprio,1974,,Glavna,True,1,"Revenant, The"
Leonardo DiCaprio,1974,,Stranska,False,0,"Revenant, The"
Leonardo DiCaprio,1974,,Stranska,True,0,"Revenant, The"
Marlene Dietrich,1901,1992,Glavna,False,1,Morocco
Marlene Dietrich,1901,1992,Glavna,True,0,Morocco
Marlene Dietrich,1901,1992,Stranska,False,0,Morocco
Marlene Dietrich,1901,1992,Stranska,True,0,Morocco
Matt Dillon,1964,,Glavna,False,1,Crash
Matt Dillon,1964,,Glavna,True,0,Crash
Matt Dillon,1964,,Stranska,False,0,Crash
Matt Dillon,1964,,Stranska,True,0,Crash
Melinda Dillon,1939,2023,Glavna,False,2,Close Encounters of the Third Kind
Melinda Dillon,1939,2023,Glavna,True,0,Close Encounters of the Third Kind
Melinda Dillon,1939,2023,Stranska,False,0,Close Encounters of the Third Kind
Melinda Dillon,1939,2023,Stranska,True,0,Close Encounters of the Third Kind
Richard Dix,1893,1949,Glavna,False,1,Cimarron
Richard Dix,1893,1949,Glavna,True,0,Cimarron
Richard Dix,1893,1949,Stranska,False,0,Cimarron
Richard Dix,1893,1949,Stranska,True,0,Cimarron
Colman Domingo,1969,,Glavna,False,1,Rustin
Colman Domingo,1969,,Glavna,True,0,Rustin
Colman Domingo,1969,,Stranska,False,0,Rustin
Colman Domingo,1969,,Stranska,True,0,Rustin
Robert Donat,1905,1958,Glavna,False,1,"Goodbye, Mr. Chips"
Robert Donat,1905,1958,Glavna,True,1,"Goodbye, Mr. Chips"
Robert Donat,1905,1958,Stranska,False,0,"Goodbye, Mr. Chips"
Robert Donat,1905,1958,Stranska,True,0,"Goodbye, Mr. Chips"
Brian Donlevy,1901,1972,Glavna,False,1,Beau Geste
Brian Donlevy,1901,1972,Glavna,True,0,Beau Geste
Brian Donlevy,1901,1972,Stranska,False,0,Beau Geste
Brian Donlevy,1901,1972,Stranska,True,0,Beau Geste
Kirk Douglas,1916,2020,Glavna,False,3,Champion
Kirk Douglas,1916,2020,Glavna,True,0,Champion
Kirk Douglas,1916,2020,Stranska,False,0,Champion
Kirk Douglas,1916,2020,Stranska,True,0,Champion
Melvyn Douglas,1901,1981,Glavna,False,1,Hud [w 12]
Melvyn Douglas,1901,1981,Glavna,True,2,Hud [w 12]
Melvyn Douglas,1901,1981,Stranska,False,0,Hud [w 12]
Melvyn Douglas,1901,1981,Stranska,True,0,Hud [w 12]
Michael Douglas,1944,,Glavna,False,0,Wall Street
Michael Douglas,1944,,Glavna,True,1,Wall Street
Michael Douglas,1944,,Stranska,False,0,Wall Street
Michael Douglas,1944,,Stranska,True,0,Wall Street
Brad Dourif,1950,,Glavna,False,1,One Flew Over the Cuckoo's Nest
Brad Dourif,1950,,Glavna,True,0,One Flew Over the Cuckoo's Nest
Brad Dourif,1950,,Stranska,False,0,One Flew Over the Cuckoo's Nest
Brad Dourif,1950,,Stranska,True,0,One Flew Over the Cuckoo's Nest
Robert Downey Jr.,1965,,Glavna,False,2,Oppenheimer
Robert Downey Jr.,1965,,Glavna,True,1,Oppenheimer
Robert Downey Jr.,1965,,Stranska,False,0,Oppenheimer
Robert Downey Jr.,1965,,Stranska,True,0,Oppenheimer
Louise Dresser,1878,1965,Glavna,False,1,"Ship Comes In, A"
Louise Dresser,1878,1965,Glavna,True,0,"Ship Comes In, A"
Louise Dresser,1878,1965,Stranska,False,0,"Ship Comes In, A"
Louise Dresser,1878,1965,Stranska,True,0,"Ship Comes In, A"
Marie Dressler,1868,1934,Glavna,False,1,Min and Bill
Marie Dressler,1868,1934,Glavna,True,1,Min and Bill
Marie Dressler,1868,1934,Stranska,False,0,Min and Bill
Marie Dressler,1868,1934,Stranska,True,0,Min and Bill
Richard Dreyfuss,1947,,Glavna,False,1,"Goodbye Girl, The"
Richard Dreyfuss,1947,,Glavna,True,1,"Goodbye Girl, The"
Richard Dreyfuss,1947,,Stranska,False,0,"Goodbye Girl, The"
Richard Dreyfuss,1947,,Stranska,True,0,"Goodbye Girl, The"
Adam Driver,1983,,Glavna,False,1,BlacKkKlansman
Adam Driver,1983,,Glavna,True,0,BlacKkKlansman
Adam Driver,1983,,Stranska,False,1,BlacKkKlansman
Adam Driver,1983,,Stranska,True,0,BlacKkKlansman
Minnie Driver,1970,,Glavna,False,1,Good Will Hunting
Minnie Driver,1970,,Glavna,True,0,Good Will Hunting
Minnie Driver,1970,,Stranska,False,0,Good Will Hunting
Minnie Driver,1970,,Stranska,True,0,Good Will Hunting
Jean Dujardin,1972,,Glavna,False,0,"Artist, The"
Jean Dujardin,1972,,Glavna,True,1,"Artist, The"
Jean Dujardin,1972,,Stranska,False,0,"Artist, The"
Jean Dujardin,1972,,Stranska,True,0,"Artist, The"
Olympia Dukakis,1931,2021,Glavna,False,0,Moonstruck
Olympia Dukakis,1931,2021,Glavna,True,1,Moonstruck
Olympia Dukakis,1931,2021,Stranska,False,0,Moonstruck
Olympia Dukakis,1931,2021,Stranska,True,0,Moonstruck
Patty Duke,1946,2016,Glavna,False,0,"Miracle Worker, The"
Patty Duke,1946,2016,Glavna,True,1,"Miracle Worker, The"
Patty Duke,1946,2016,Stranska,False,0,"Miracle Worker, The"
Patty Duke,1946,2016,Stranska,True,0,"Miracle Worker, The"
Faye Dunaway,1941,,Glavna,False,2,Network
Faye Dunaway,1941,,Glavna,True,1,Network
Faye Dunaway,1941,,Stranska,False,0,Network
Faye Dunaway,1941,,Stranska,True,0,Network
Michael Clarke Duncan,1957,2012,Glavna,False,1,"Green Mile, The"
Michael Clarke Duncan,1957,2012,Glavna,True,0,"Green Mile, The"
Michael Clarke Duncan,1957,2012,Stranska,False,0,"Green Mile, The"
Michael Clarke Duncan,1957,2012,Stranska,True,0,"Green Mile, The"
James Dunn,1901,1967,Glavna,False,0,"Tree Grows in Brooklyn, A"
James Dunn,1901,1967,Glavna,True,1,"Tree Grows in Brooklyn, A"
James Dunn,1901,1967,Stranska,False,0,"Tree Grows in Brooklyn, A"
James Dunn,1901,1967,Stranska,True,0,"Tree Grows in Brooklyn, A"
Michael Dunn,1934,1973,Glavna,False,1,Ship of Fools
Michael Dunn,1934,1973,Glavna,True,0,Ship of Fools
Michael Dunn,1934,1973,Stranska,False,0,Ship of Fools
Michael Dunn,1934,1973,Stranska,True,0,Ship of Fools
Irene Dunne,1898,1990,Glavna,False,5,Cimarron
Irene Dunne,1898,1990,Glavna,True,0,Cimarron
Irene Dunne,1898,1990,Stranska,False,0,Cimarron
Irene Dunne,1898,1990,Stranska,True,0,Cimarron
Mildred Dunnock,1901,1991,Glavna,False,2,Death of a Salesman
Mildred Dunnock,1901,1991,Glavna,True,0,Death of a Salesman
Mildred Dunnock,1901,1991,Stranska,False,0,Death of a Salesman
Mildred Dunnock,1901,1991,Stranska,True,0,Death of a Salesman
Kirsten Dunst,1982,,Glavna,False,1,"Power of the Dog, The"
Kirsten Dunst,1982,,Glavna,True,0,"Power of the Dog, The"
Kirsten Dunst,1982,,Stranska,False,0,"Power of the Dog, The"
Kirsten Dunst,1982,,Stranska,True,0,"Power of the Dog, The"
Charles Durning,1923,2012,Glavna,False,2,"Best Little Whorehouse in Texas, The"
Charles Durning,1923,2012,Glavna,True,0,"Best Little Whorehouse in Texas, The"
Charles Durning,1923,2012,Stranska,False,0,"Best Little Whorehouse in Texas, The"
Charles Durning,1923,2012,Stranska,True,0,"Best Little Whorehouse in Texas, The"
Robert Duvall,1931,,Glavna,False,6,Tender Mercies
Robert Duvall,1931,,Glavna,True,1,Tender Mercies
Robert Duvall,1931,,Stranska,False,0,Tender Mercies
Robert Duvall,1931,,Stranska,True,0,Tender Mercies
Jeanne Eagels,1890,1929,Glavna,False,1,"Letter, The"
Jeanne Eagels,1890,1929,Glavna,True,0,"Letter, The"
Jeanne Eagels,1890,1929,Stranska,False,0,"Letter, The"
Jeanne Eagels,1890,1929,Stranska,True,0,"Letter, The"
Clint Eastwood,1930,,Glavna,False,2,Unforgiven
Clint Eastwood,1930,,Glavna,True,0,Unforgiven
Clint Eastwood,1930,,Stranska,False,0,Unforgiven
Clint Eastwood,1930,,Stranska,True,0,Unforgiven
Samantha Eggar,1939,,Glavna,False,1,"Collector, The"
Samantha Eggar,1939,,Glavna,True,0,"Collector, The"
Samantha Eggar,1939,,Stranska,False,0,"Collector, The"
Samantha Eggar,1939,,Stranska,True,0,"Collector, The"
Jesse Eisenberg,1983,,Glavna,False,1,"Social Network, The"
Jesse Eisenberg,1983,,Glavna,True,0,"Social Network, The"
Jesse Eisenberg,1983,,Stranska,False,0,"Social Network, The"
Jesse Eisenberg,1983,,Stranska,True,0,"Social Network, The"
Chiwetel Ejiofor,1977,,Glavna,False,1,12 Years a Slave
Chiwetel Ejiofor,1977,,Glavna,True,0,12 Years a Slave
Chiwetel Ejiofor,1977,,Stranska,False,0,12 Years a Slave
Chiwetel Ejiofor,1977,,Stranska,True,0,12 Years a Slave
Denholm Elliott,1922,1992,Glavna,False,1,"Room with a View, A"
Denholm Elliott,1922,1992,Glavna,True,0,"Room with a View, A"
Denholm Elliott,1922,1992,Stranska,False,0,"Room with a View, A"
Denholm Elliott,1922,1992,Stranska,True,0,"Room with a View, A"
Sam Elliott,1944,,Glavna,False,1,"Star Is Born, A"
Sam Elliott,1944,,Glavna,True,0,"Star Is Born, A"
Sam Elliott,1944,,Stranska,False,0,"Star Is Born, A"
Sam Elliott,1944,,Stranska,True,0,"Star Is Born, A"
Aunjanue Ellis,1969,,Glavna,False,1,King Richard
Aunjanue Ellis,1969,,Glavna,True,0,King Richard
Aunjanue Ellis,1969,,Stranska,False,0,King Richard
Aunjanue Ellis,1969,,Stranska,True,0,King Richard
Hope Emerson,1897,1960,Glavna,False,1,Caged
Hope Emerson,1897,1960,Glavna,True,0,Caged
Hope Emerson,1897,1960,Stranska,False,0,Caged
Hope Emerson,1897,1960,Stranska,True,0,Caged
Cynthia Erivo,1987,,Glavna,False,1,Harriet
Cynthia Erivo,1987,,Glavna,True,0,Harriet
Cynthia Erivo,1987,,Stranska,False,0,Harriet
Cynthia Erivo,1987,,Stranska,True,0,Harriet
Stuart Erwin,1903,1967,Glavna,False,1,Pigskin Parade
Stuart Erwin,1903,1967,Glavna,True,0,Pigskin Parade
Stuart Erwin,1903,1967,Stranska,False,0,Pigskin Parade
Stuart Erwin,1903,1967,Stranska,True,0,Pigskin Parade
Edith Evans,1888,1976,Glavna,False,1,"Whisperers, The"
Edith Evans,1888,1976,Glavna,True,0,"Whisperers, The"
Edith Evans,1888,1976,Stranska,False,2,"Whisperers, The"
Edith Evans,1888,1976,Stranska,True,0,"Whisperers, The"
Peter Falk,1927,2011,Glavna,False,2,"Murder, Inc."
Peter Falk,1927,2011,Glavna,True,0,"Murder, Inc."
Peter Falk,1927,2011,Stranska,False,0,"Murder, Inc."
Peter Falk,1927,2011,Stranska,True,0,"Murder, Inc."
Vera Farmiga,1973,,Glavna,False,1,Up in the Air
Vera Farmiga,1973,,Glavna,True,0,Up in the Air
Vera Farmiga,1973,,Stranska,False,0,Up in the Air
Vera Farmiga,1973,,Stranska,True,0,Up in the Air
Richard Farnsworth,1920,2000,Glavna,False,1,"Straight Story, The"
Richard Farnsworth,1920,2000,Glavna,True,0,"Straight Story, The"
Richard Farnsworth,1920,2000,Stranska,False,1,"Straight Story, The"
Richard Farnsworth,1920,2000,Stranska,True,0,"Straight Story, The"
Colin Farrell,1976,,Glavna,False,1,"Banshees of Inisherin, The"
Colin Farrell,1976,,Glavna,True,0,"Banshees of Inisherin, The"
Colin Farrell,1976,,Stranska,False,0,"Banshees of Inisherin, The"
Colin Farrell,1976,,Stranska,True,0,"Banshees of Inisherin, The"
Michael Fassbender,1977,,Glavna,False,1,Steve Jobs
Michael Fassbender,1977,,Glavna,True,0,Steve Jobs
Michael Fassbender,1977,,Stranska,False,1,Steve Jobs
Michael Fassbender,1977,,Stranska,True,0,Steve Jobs
José Ferrer,1912,1992,Glavna,False,2,Cyrano de Bergerac
José Ferrer,1912,1992,Glavna,True,1,Cyrano de Bergerac
José Ferrer,1912,1992,Stranska,False,0,Cyrano de Bergerac
José Ferrer,1912,1992,Stranska,True,0,Cyrano de Bergerac
America Ferrera,1984,,Glavna,False,1,Barbie
America Ferrera,1984,,Glavna,True,0,Barbie
America Ferrera,1984,,Stranska,False,0,Barbie
America Ferrera,1984,,Stranska,True,0,Barbie
Sally Field,1946,,Glavna,False,1,Norma Rae [w 13]
Sally Field,1946,,Glavna,True,2,Norma Rae [w 13]
Sally Field,1946,,Stranska,False,0,Norma Rae [w 13]
Sally Field,1946,,Stranska,True,0,Norma Rae [w 13]
Ralph Fiennes,1962,,Glavna,False,1,"English Patient, The"
Ralph Fiennes,1962,,Glavna,True,0,"English Patient, The"
Ralph Fiennes,1962,,Stranska,False,1,"English Patient, The"
Ralph Fiennes,1962,,Stranska,True,0,"English Patient, The"
Peter Finch,1916,1977,Glavna,False,1,Network
Peter Finch,1916,1977,Glavna,True,1,Network
Peter Finch,1916,1977,Stranska,False,0,Network
Peter Finch,1916,1977,Stranska,True,0,Network
Frank Finlay,1926,2016,Glavna,False,1,Othello
Frank Finlay,1926,2016,Glavna,True,0,Othello
Frank Finlay,1926,2016,Stranska,False,0,Othello
Frank Finlay,1926,2016,Stranska,True,0,Othello
Albert Finney,1936,2019,Glavna,False,4,Tom Jones
Albert Finney,1936,2019,Glavna,True,0,Tom Jones
Albert Finney,1936,2019,Stranska,False,1,Tom Jones
Albert Finney,1936,2019,Stranska,True,0,Tom Jones
Colin Firth,1960,,Glavna,False,1,"King's Speech, The"
Colin Firth,1960,,Glavna,True,1,"King's Speech, The"
Colin Firth,1960,,Stranska,False,0,"King's Speech, The"
Colin Firth,1960,,Stranska,True,0,"King's Speech, The"
Peter Firth,1953,,Glavna,False,1,Equus
Peter Firth,1953,,Glavna,True,0,Equus
Peter Firth,1953,,Stranska,False,0,Equus
Peter Firth,1953,,Stranska,True,0,Equus
Laurence Fishburne,1961,,Glavna,False,1,What's Love Got to Do with It
Laurence Fishburne,1961,,Glavna,True,0,What's Love Got to Do with It
Laurence Fishburne,1961,,Stranska,False,0,What's Love Got to Do with It
Laurence Fishburne,1961,,Stranska,True,0,What's Love Got to Do with It
Barry Fitzgerald,1888,1961,Glavna,False,1,Going My Way [n 3]
Barry Fitzgerald,1888,1961,Glavna,True,1,Going My Way [n 3]
Barry Fitzgerald,1888,1961,Stranska,False,0,Going My Way [n 3]
Barry Fitzgerald,1888,1961,Stranska,True,0,Going My Way [n 3]
Geraldine Fitzgerald,1913,2005,Glavna,False,1,Wuthering Heights
Geraldine Fitzgerald,1913,2005,Glavna,True,0,Wuthering Heights
Geraldine Fitzgerald,1913,2005,Stranska,False,0,Wuthering Heights
Geraldine Fitzgerald,1913,2005,Stranska,True,0,Wuthering Heights
Louise Fletcher,1934,2022,Glavna,False,0,One Flew Over the Cuckoo's Nest
Louise Fletcher,1934,2022,Glavna,True,1,One Flew Over the Cuckoo's Nest
Louise Fletcher,1934,2022,Stranska,False,0,One Flew Over the Cuckoo's Nest
Louise Fletcher,1934,2022,Stranska,True,0,One Flew Over the Cuckoo's Nest
Nina Foch,1924,2008,Glavna,False,1,Executive Suite
Nina Foch,1924,2008,Glavna,True,0,Executive Suite
Nina Foch,1924,2008,Stranska,False,0,Executive Suite
Nina Foch,1924,2008,Stranska,True,0,Executive Suite
Henry Fonda,1905,1982,Glavna,False,1,On Golden Pond
Henry Fonda,1905,1982,Glavna,True,1,On Golden Pond
Henry Fonda,1905,1982,Stranska,False,0,On Golden Pond
Henry Fonda,1905,1982,Stranska,True,0,On Golden Pond
Jane Fonda,1937,,Glavna,False,5,Klute [w 14]
Jane Fonda,1937,,Glavna,True,2,Klute [w 14]
Jane Fonda,1937,,Stranska,False,0,Klute [w 14]
Jane Fonda,1937,,Stranska,True,0,Klute [w 14]
Peter Fonda,1940,2019,Glavna,False,1,Ulee's Gold
Peter Fonda,1940,2019,Glavna,True,0,Ulee's Gold
Peter Fonda,1940,2019,Stranska,False,0,Ulee's Gold
Peter Fonda,1940,2019,Stranska,True,0,Ulee's Gold
Joan Fontaine,1917,2013,Glavna,False,2,Suspicion
Joan Fontaine,1917,2013,Glavna,True,1,Suspicion
Joan Fontaine,1917,2013,Stranska,False,0,Suspicion
Joan Fontaine,1917,2013,Stranska,True,0,Suspicion
Lynn Fontanne,1887,1983,Glavna,False,1,"Guardsman, The"
Lynn Fontanne,1887,1983,Glavna,True,0,"Guardsman, The"
Lynn Fontanne,1887,1983,Stranska,False,0,"Guardsman, The"
Lynn Fontanne,1887,1983,Stranska,True,0,"Guardsman, The"
Harrison Ford,1942,,Glavna,False,1,Witness
Harrison Ford,1942,,Glavna,True,0,Witness
Harrison Ford,1942,,Stranska,False,0,Witness
Harrison Ford,1942,,Stranska,True,0,Witness
Frederic Forrest,1936,2023,Glavna,False,1,"Rose, The"
Frederic Forrest,1936,2023,Glavna,True,0,"Rose, The"
Frederic Forrest,1936,2023,Stranska,False,0,"Rose, The"
Frederic Forrest,1936,2023,Stranska,True,0,"Rose, The"
Robert Forster,1941,2019,Glavna,False,1,Jackie Brown
Robert Forster,1941,2019,Glavna,True,0,Jackie Brown
Robert Forster,1941,2019,Stranska,False,0,Jackie Brown
Robert Forster,1941,2019,Stranska,True,0,Jackie Brown
Jodie Foster,1962,,Glavna,False,3,"Accused, The [w 15]"
Jodie Foster,1962,,Glavna,True,2,"Accused, The [w 15]"
Jodie Foster,1962,,Stranska,False,0,"Accused, The [w 15]"
Jodie Foster,1962,,Stranska,True,0,"Accused, The [w 15]"
Jamie Foxx,1967,,Glavna,False,1,Ray [n 4]
Jamie Foxx,1967,,Glavna,True,1,Ray [n 4]
Jamie Foxx,1967,,Stranska,False,0,Ray [n 4]
Jamie Foxx,1967,,Stranska,True,0,Ray [n 4]
Anthony Franciosa,1928,2006,Glavna,False,1,"Hatful of Rain, A"
Anthony Franciosa,1928,2006,Glavna,True,0,"Hatful of Rain, A"
Anthony Franciosa,1928,2006,Stranska,False,0,"Hatful of Rain, A"
Anthony Franciosa,1928,2006,Stranska,True,0,"Hatful of Rain, A"
James Franco,1978,,Glavna,False,1,127 Hours
James Franco,1978,,Glavna,True,0,127 Hours
James Franco,1978,,Stranska,False,0,127 Hours
James Franco,1978,,Stranska,True,0,127 Hours
Brendan Fraser,1968,,Glavna,False,0,"Whale, The"
Brendan Fraser,1968,,Glavna,True,1,"Whale, The"
Brendan Fraser,1968,,Stranska,False,0,"Whale, The"
Brendan Fraser,1968,,Stranska,True,0,"Whale, The"
Morgan Freeman,1937,,Glavna,False,4,Million Dollar Baby
Morgan Freeman,1937,,Glavna,True,1,Million Dollar Baby
Morgan Freeman,1937,,Stranska,False,0,Million Dollar Baby
Morgan Freeman,1937,,Stranska,True,0,Million Dollar Baby
Leonard Frey,1938,1988,Glavna,False,1,Fiddler on the Roof
Leonard Frey,1938,1988,Glavna,True,0,Fiddler on the Roof
Leonard Frey,1938,1988,Stranska,False,0,Fiddler on the Roof
Leonard Frey,1938,1988,Stranska,True,0,Fiddler on the Roof
Brenda Fricker,1945,,Glavna,False,0,My Left Foot
Brenda Fricker,1945,,Glavna,True,1,My Left Foot
Brenda Fricker,1945,,Stranska,False,0,My Left Foot
Brenda Fricker,1945,,Stranska,True,0,My Left Foot
Clark Gable,1901,1960,Glavna,False,2,It Happened One Night
Clark Gable,1901,1960,Glavna,True,1,It Happened One Night
Clark Gable,1901,1960,Stranska,False,0,It Happened One Night
Clark Gable,1901,1960,Stranska,True,0,It Happened One Night
Lady Gaga,1986,,Glavna,False,1,"Star Is Born, A"
Lady Gaga,1986,,Glavna,True,0,"Star Is Born, A"
Lady Gaga,1986,,Stranska,False,0,"Star Is Born, A"
Lady Gaga,1986,,Stranska,True,0,"Star Is Born, A"
Greta Garbo,1905,1990,Glavna,False,3,Anna Christie
Greta Garbo,1905,1990,Glavna,True,0,Anna Christie
Greta Garbo,1905,1990,Stranska,False,0,Anna Christie
Greta Garbo,1905,1990,Stranska,True,0,Anna Christie
Andy García,1956,,Glavna,False,1,"Godfather Part III, The"
Andy García,1956,,Glavna,True,0,"Godfather Part III, The"
Andy García,1956,,Stranska,False,0,"Godfather Part III, The"
Andy García,1956,,Stranska,True,0,"Godfather Part III, The"
Vincent Gardenia,1920,1992,Glavna,False,2,Bang the Drum Slowly
Vincent Gardenia,1920,1992,Glavna,True,0,Bang the Drum Slowly
Vincent Gardenia,1920,1992,Stranska,False,0,Bang the Drum Slowly
Vincent Gardenia,1920,1992,Stranska,True,0,Bang the Drum Slowly
Ava Gardner,1922,1990,Glavna,False,1,Mogambo
Ava Gardner,1922,1990,Glavna,True,0,Mogambo
Ava Gardner,1922,1990,Stranska,False,0,Mogambo
Ava Gardner,1922,1990,Stranska,True,0,Mogambo
Andrew Garfield,1983,,Glavna,False,2,Hacksaw Ridge
Andrew Garfield,1983,,Glavna,True,0,Hacksaw Ridge
Andrew Garfield,1983,,Stranska,False,0,Hacksaw Ridge
Andrew Garfield,1983,,Stranska,True,0,Hacksaw Ridge
John Garfield,1913,1952,Glavna,False,1,Body and Soul
John Garfield,1913,1952,Glavna,True,0,Body and Soul
John Garfield,1913,1952,Stranska,False,1,Body and Soul
John Garfield,1913,1952,Stranska,True,0,Body and Soul
William Gargan,1905,1979,Glavna,False,1,They Knew What They Wanted
William Gargan,1905,1979,Glavna,True,0,They Knew What They Wanted
William Gargan,1905,1979,Stranska,False,0,They Knew What They Wanted
William Gargan,1905,1979,Stranska,True,0,They Knew What They Wanted
Judy Garland,1922,1969,Glavna,False,1,"Star Is Born, A"
Judy Garland,1922,1969,Glavna,True,0,"Star Is Born, A"
Judy Garland,1922,1969,Stranska,False,1,"Star Is Born, A"
Judy Garland,1922,1969,Stranska,True,0,"Star Is Born, A"
James Garner,1928,2014,Glavna,False,1,Murphy's Romance
James Garner,1928,2014,Glavna,True,0,Murphy's Romance
James Garner,1928,2014,Stranska,False,0,Murphy's Romance
James Garner,1928,2014,Stranska,True,0,Murphy's Romance
Teri Garr,1944,2024,Glavna,False,1,Tootsie
Teri Garr,1944,2024,Glavna,True,0,Tootsie
