Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Maureen Stapleton,1925,2006,Stranska,True,0,Reds
Imelda Staunton,1956,,Glavna,False,1,Vera Drake
Imelda Staunton,1956,,Glavna,True,0,Vera Drake
Imelda Staunton,1956,,Stranska,False,0,Vera Drake
Imelda Staunton,1956,,Stranska,True,0,Vera Drake
Mary Steenburgen,1953,,Glavna,False,0,Melvin and Howard
Mary Steenburgen,1953,,Glavna,True,1,Melvin and Howard
Mary Steenburgen,1953,,Stranska,False,0,Melvin and Howard
Mary Steenburgen,1953,,Stranska,True,0,Melvin and Howard
Rod Steiger,1925,2002,Glavna,False,2,In the Heat of the Night
Rod Steiger,1925,2002,Glavna,True,1,In the Heat of the Night
Rod Steiger,1925,2002,Stranska,False,0,In the Heat of the Night
Rod Steiger,1925,2002,Stranska,True,0,In the Heat of the Night
Hailee Steinfeld,1996,,Glavna,False,1,True Grit
Hailee Steinfeld,1996,,Glavna,True,0,True Grit
Hailee Steinfeld,1996,,Stranska,False,0,True Grit
Hailee Steinfeld,1996,,Stranska,True,0,True Grit
James Stephenson,1889,1941,Glavna,False,1,"Letter, The"
James Stephenson,1889,1941,Glavna,True,0,"Letter, The"
James Stephenson,1889,1941,Stranska,False,0,"Letter, The"
James Stephenson,1889,1941,Stranska,True,0,"Letter, The"
Jan Sterling,1921,2004,Glavna,False,1,"High and the Mighty, The"
Jan Sterling,1921,2004,Glavna,True,0,"High and the Mighty, The"
Jan Sterling,1921,2004,Stranska,False,0,"High and the Mighty, The"
Jan Sterling,1921,2004,Stranska,True,0,"High and the Mighty, The"
James Stewart,1908,1997,Glavna,False,4,"Philadelphia Story, The"
James Stewart,1908,1997,Glavna,True,1,"Philadelphia Story, The"
James Stewart,1908,1997,Stranska,False,0,"Philadelphia Story, The"
James Stewart,1908,1997,Stranska,True,0,"Philadelphia Story, The"
Kristen Stewart,1990,,Glavna,False,1,Spencer
Kristen Stewart,1990,,Glavna,True,0,Spencer
Kristen Stewart,1990,,Stranska,False,0,Spencer
Kristen Stewart,1990,,Stranska,True,0,Spencer
Dean Stockwell,1936,2021,Glavna,False,1,Married to the Mob
Dean Stockwell,1936,2021,Glavna,True,0,Married to the Mob
Dean Stockwell,1936,2021,Stranska,False,0,Married to the Mob
Dean Stockwell,1936,2021,Stranska,True,0,Married to the Mob
Emma Stone,1988,,Glavna,False,2,La La Land [w 34]
Emma Stone,1988,,Glavna,True,2,La La Land [w 34]
Emma Stone,1988,,Stranska,False,0,La La Land [w 34]
Emma Stone,1988,,Stranska,True,0,La La Land [w 34]
Lewis Stone,1879,1953,Glavna,False,1,"Patriot, The"
Lewis Stone,1879,1953,Glavna,True,0,"Patriot, The"
Lewis Stone,1879,1953,Stranska,False,0,"Patriot, The"
Lewis Stone,1879,1953,Stranska,True,0,"Patriot, The"
Sharon Stone,1958,,Glavna,False,1,Casino
Sharon Stone,1958,,Glavna,True,0,Casino
Sharon Stone,1958,,Stranska,False,0,Casino
Sharon Stone,1958,,Stranska,True,0,Casino
Beatrice Straight,1914,2001,Glavna,False,0,Network
Beatrice Straight,1914,2001,Glavna,True,1,Network
Beatrice Straight,1914,2001,Stranska,False,0,Network
Beatrice Straight,1914,2001,Stranska,True,0,Network
Lee Strasberg,1901,1982,Glavna,False,1,"Godfather Part II, The"
Lee Strasberg,1901,1982,Glavna,True,0,"Godfather Part II, The"
Lee Strasberg,1901,1982,Stranska,False,0,"Godfather Part II, The"
Lee Strasberg,1901,1982,Stranska,True,0,"Godfather Part II, The"
David Strathairn,1949,,Glavna,False,1,"Good Night, and Good Luck"
David Strathairn,1949,,Glavna,True,0,"Good Night, and Good Luck"
David Strathairn,1949,,Stranska,False,0,"Good Night, and Good Luck"
David Strathairn,1949,,Stranska,True,0,"Good Night, and Good Luck"
Robert Strauss,1913,1975,Glavna,False,1,Stalag 17
Robert Strauss,1913,1975,Glavna,True,0,Stalag 17
Robert Strauss,1913,1975,Stranska,False,0,Stalag 17
Robert Strauss,1913,1975,Stranska,True,0,Stalag 17
Meryl Streep,1949,,Glavna,False,18,Sophie's Choice [w 35]
Meryl Streep,1949,,Glavna,True,3,Sophie's Choice [w 35]
Meryl Streep,1949,,Stranska,False,0,Sophie's Choice [w 35]
Meryl Streep,1949,,Stranska,True,0,Sophie's Choice [w 35]
Barbra Streisand,1942,,Glavna,False,1,Funny Girl
Barbra Streisand,1942,,Glavna,True,1,Funny Girl
Barbra Streisand,1942,,Stranska,False,0,Funny Girl
Barbra Streisand,1942,,Stranska,True,0,Funny Girl
Erich von Stroheim,1885,1957,Glavna,False,1,Sunset Boulevard
Erich von Stroheim,1885,1957,Glavna,True,0,Sunset Boulevard
Erich von Stroheim,1885,1957,Stranska,False,0,Sunset Boulevard
Erich von Stroheim,1885,1957,Stranska,True,0,Sunset Boulevard
Gloria Stuart,1910,2010,Glavna,False,1,Titanic
Gloria Stuart,1910,2010,Glavna,True,0,Titanic
Gloria Stuart,1910,2010,Stranska,False,0,Titanic
Gloria Stuart,1910,2010,Stranska,True,0,Titanic
Margaret Sullavan,1909,1960,Glavna,False,1,Three Comrades
Margaret Sullavan,1909,1960,Glavna,True,0,Three Comrades
Margaret Sullavan,1909,1960,Stranska,False,0,Three Comrades
Margaret Sullavan,1909,1960,Stranska,True,0,Three Comrades
Janet Suzman,1939,,Glavna,False,1,Nicholas and Alexandra
Janet Suzman,1939,,Glavna,True,0,Nicholas and Alexandra
Janet Suzman,1939,,Stranska,False,0,Nicholas and Alexandra
Janet Suzman,1939,,Stranska,True,0,Nicholas and Alexandra
Hilary Swank,1974,,Glavna,False,0,Boys Don't Cry [w 36]
Hilary Swank,1974,,Glavna,True,2,Boys Don't Cry [w 36]
Hilary Swank,1974,,Stranska,False,0,Boys Don't Cry [w 36]
Hilary Swank,1974,,Stranska,True,0,Boys Don't Cry [w 36]
Gloria Swanson,1899,1983,Glavna,False,3,Sadie Thompson
Gloria Swanson,1899,1983,Glavna,True,0,Sadie Thompson
Gloria Swanson,1899,1983,Stranska,False,0,Sadie Thompson
Gloria Swanson,1899,1983,Stranska,True,0,Sadie Thompson
Tilda Swinton,1960,,Glavna,False,0,Michael Clayton
Tilda Swinton,1960,,Glavna,True,1,Michael Clayton
Tilda Swinton,1960,,Stranska,False,0,Michael Clayton
Tilda Swinton,1960,,Stranska,True,0,Michael Clayton
Russ Tamblyn,1934,,Glavna,False,1,Peyton Place
Russ Tamblyn,1934,,Glavna,True,0,Peyton Place
Russ Tamblyn,1934,,Stranska,False,0,Peyton Place
Russ Tamblyn,1934,,Stranska,True,0,Peyton Place
Akim Tamiroff,1899,1972,Glavna,False,2,"General Died at Dawn, The"
Akim Tamiroff,1899,1972,Glavna,True,0,"General Died at Dawn, The"
Akim Tamiroff,1899,1972,Stranska,False,0,"General Died at Dawn, The"
Akim Tamiroff,1899,1972,Stranska,True,0,"General Died at Dawn, The"
Jessica Tandy,1909,1994,Glavna,False,1,Driving Miss Daisy
Jessica Tandy,1909,1994,Glavna,True,1,Driving Miss Daisy
Jessica Tandy,1909,1994,Stranska,False,0,Driving Miss Daisy
Jessica Tandy,1909,1994,Stranska,True,0,Driving Miss Daisy
Elizabeth Taylor,1932,2011,Glavna,False,3,BUtterfield 8 [w 37]
Elizabeth Taylor,1932,2011,Glavna,True,2,BUtterfield 8 [w 37]
Elizabeth Taylor,1932,2011,Stranska,False,0,BUtterfield 8 [w 37]
Elizabeth Taylor,1932,2011,Stranska,True,0,BUtterfield 8 [w 37]
Charlize Theron,1975,,Glavna,False,2,Monster
Charlize Theron,1975,,Glavna,True,1,Monster
Charlize Theron,1975,,Stranska,False,0,Monster
Charlize Theron,1975,,Stranska,True,0,Monster
Emma Thompson,1959,,Glavna,False,3,Howards End [n 10]
Emma Thompson,1959,,Glavna,True,1,Howards End [n 10]
Emma Thompson,1959,,Stranska,False,0,Howards End [n 10]
Emma Thompson,1959,,Stranska,True,0,Howards End [n 10]
Billy Bob Thornton,1955,,Glavna,False,1,Sling Blade
Billy Bob Thornton,1955,,Glavna,True,0,Sling Blade
Billy Bob Thornton,1955,,Stranska,False,1,Sling Blade
Billy Bob Thornton,1955,,Stranska,True,0,Sling Blade
Uma Thurman,1970,,Glavna,False,1,Pulp Fiction
Uma Thurman,1970,,Glavna,True,0,Pulp Fiction
Uma Thurman,1970,,Stranska,False,0,Pulp Fiction
Uma Thurman,1970,,Stranska,True,0,Pulp Fiction
Lawrence Tibbett,1896,1960,Glavna,False,1,"Rogue Song, The"
Lawrence Tibbett,1896,1960,Glavna,True,0,"Rogue Song, The"
Lawrence Tibbett,1896,1960,Stranska,False,0,"Rogue Song, The"
Lawrence Tibbett,1896,1960,Stranska,True,0,"Rogue Song, The"
Gene Tierney,1920,1991,Glavna,False,1,Leave Her to Heaven
Gene Tierney,1920,1991,Glavna,True,0,Leave Her to Heaven
Gene Tierney,1920,1991,Stranska,False,0,Leave Her to Heaven
Gene Tierney,1920,1991,Stranska,True,0,Leave Her to Heaven
Jennifer Tilly,1958,,Glavna,False,1,Bullets over Broadway
Jennifer Tilly,1958,,Glavna,True,0,Bullets over Broadway
Jennifer Tilly,1958,,Stranska,False,0,Bullets over Broadway
Jennifer Tilly,1958,,Stranska,True,0,Bullets over Broadway
Meg Tilly,1960,,Glavna,False,1,Agnes of God
Meg Tilly,1960,,Glavna,True,0,Agnes of God
Meg Tilly,1960,,Stranska,False,0,Agnes of God
Meg Tilly,1960,,Stranska,True,0,Agnes of God
Richard Todd,1919,2009,Glavna,False,1,"Hasty Heart, The"
Richard Todd,1919,2009,Glavna,True,0,"Hasty Heart, The"
Richard Todd,1919,2009,Stranska,False,0,"Hasty Heart, The"
Richard Todd,1919,2009,Stranska,True,0,"Hasty Heart, The"
Marisa Tomei,1964,,Glavna,False,2,My Cousin Vinny
Marisa Tomei,1964,,Glavna,True,1,My Cousin Vinny
Marisa Tomei,1964,,Stranska,False,0,My Cousin Vinny
Marisa Tomei,1964,,Stranska,True,0,My Cousin Vinny
Lily Tomlin,1939,,Glavna,False,1,Nashville
Lily Tomlin,1939,,Glavna,True,0,Nashville
Lily Tomlin,1939,,Stranska,False,0,Nashville
Lily Tomlin,1939,,Stranska,True,0,Nashville
Franchot Tone,1905,1968,Glavna,False,1,Mutiny on the Bounty
Franchot Tone,1905,1968,Glavna,True,0,Mutiny on the Bounty
Franchot Tone,1905,1968,Stranska,False,0,Mutiny on the Bounty
Franchot Tone,1905,1968,Stranska,True,0,Mutiny on the Bounty
Topol,1935,2023,Glavna,False,1,Fiddler on the Roof
Topol,1935,2023,Glavna,True,0,Fiddler on the Roof
Topol,1935,2023,Stranska,False,0,Fiddler on the Roof
Topol,1935,2023,Stranska,True,0,Fiddler on the Roof
Rip Torn,1931,2019,Glavna,False,1,Cross Creek
Rip Torn,1931,2019,Glavna,True,0,Cross Creek
Rip Torn,1931,2019,Stranska,False,0,Cross Creek
Rip Torn,1931,2019,Stranska,True,0,Cross Creek
Lee Tracy,1898,1968,Glavna,False,1,"Best Man, The"
Lee Tracy,1898,1968,Glavna,True,0,"Best Man, The"
Lee Tracy,1898,1968,Stranska,False,0,"Best Man, The"
Lee Tracy,1898,1968,Stranska,True,0,"Best Man, The"
Spencer Tracy,1900,1967,Glavna,False,7,Captains Courageous [w 38]
Spencer Tracy,1900,1967,Glavna,True,2,Captains Courageous [w 38]
Spencer Tracy,1900,1967,Stranska,False,0,Captains Courageous [w 38]
Spencer Tracy,1900,1967,Stranska,True,0,Captains Courageous [w 38]
Henry Travers,1874,1965,Glavna,False,1,Mrs. Miniver
Henry Travers,1874,1965,Glavna,True,0,Mrs. Miniver
Henry Travers,1874,1965,Stranska,False,0,Mrs. Miniver
Henry Travers,1874,1965,Stranska,True,0,Mrs. Miniver
John Travolta,1954,,Glavna,False,2,Saturday Night Fever
John Travolta,1954,,Glavna,True,0,Saturday Night Fever
John Travolta,1954,,Stranska,False,0,Saturday Night Fever
John Travolta,1954,,Stranska,True,0,Saturday Night Fever
Claire Trevor,1910,2000,Glavna,False,2,Key Largo
Claire Trevor,1910,2000,Glavna,True,1,Key Largo
Claire Trevor,1910,2000,Stranska,False,0,Key Largo
Claire Trevor,1910,2000,Stranska,True,0,Key Largo
Massimo Troisi,1953,1994,Glavna,False,1,"Postman, The"
Massimo Troisi,1953,1994,Glavna,True,0,"Postman, The"
Massimo Troisi,1953,1994,Stranska,False,0,"Postman, The"
Massimo Troisi,1953,1994,Stranska,True,0,"Postman, The"
Stanley Tucci,1960,,Glavna,False,1,"Lovely Bones, The"
Stanley Tucci,1960,,Glavna,True,0,"Lovely Bones, The"
Stanley Tucci,1960,,Stranska,False,0,"Lovely Bones, The"
Stanley Tucci,1960,,Stranska,True,0,"Lovely Bones, The"
Tom Tully,1908,1982,Glavna,False,1,"Caine Mutiny, The"
Tom Tully,1908,1982,Glavna,True,0,"Caine Mutiny, The"
Tom Tully,1908,1982,Stranska,False,0,"Caine Mutiny, The"
Tom Tully,1908,1982,Stranska,True,0,"Caine Mutiny, The"
Kathleen Turner,1954,,Glavna,False,1,Peggy Sue Got Married
Kathleen Turner,1954,,Glavna,True,0,Peggy Sue Got Married
Kathleen Turner,1954,,Stranska,False,0,Peggy Sue Got Married
Kathleen Turner,1954,,Stranska,True,0,Peggy Sue Got Married
Lana Turner,1921,1995,Glavna,False,1,Peyton Place
Lana Turner,1921,1995,Glavna,True,0,Peyton Place
Lana Turner,1921,1995,Stranska,False,0,Peyton Place
Lana Turner,1921,1995,Stranska,True,0,Peyton Place
Susan Tyrrell,1945,2012,Glavna,False,1,Fat City
Susan Tyrrell,1945,2012,Glavna,True,0,Fat City
Susan Tyrrell,1945,2012,Stranska,False,0,Fat City
Susan Tyrrell,1945,2012,Stranska,True,0,Fat City
Cicely Tyson,1924,2021,Glavna,False,1,Sounder
Cicely Tyson,1924,2021,Glavna,True,0,Sounder
Cicely Tyson,1924,2021,Stranska,False,0,Sounder
Cicely Tyson,1924,2021,Stranska,True,0,Sounder
Liv Ullmann,1938,,Glavna,False,2,"Emigrants, The"
Liv Ullmann,1938,,Glavna,True,0,"Emigrants, The"
Liv Ullmann,1938,,Stranska,False,0,"Emigrants, The"
Liv Ullmann,1938,,Stranska,True,0,"Emigrants, The"
Miyoshi Umeki,1929,2007,Glavna,False,0,Sayonara
Miyoshi Umeki,1929,2007,Glavna,True,1,Sayonara
Miyoshi Umeki,1929,2007,Stranska,False,0,Sayonara
Miyoshi Umeki,1929,2007,Stranska,True,0,Sayonara
Mary Ure,1933,1975,Glavna,False,1,Sons and Lovers
Mary Ure,1933,1975,Glavna,True,0,Sons and Lovers
Mary Ure,1933,1975,Stranska,False,0,Sons and Lovers
Mary Ure,1933,1975,Stranska,True,0,Sons and Lovers
Peter Ustinov,1921,2004,Glavna,False,1,Spartacus [w 39]
Peter Ustinov,1921,2004,Glavna,True,2,Spartacus [w 39]
Peter Ustinov,1921,2004,Stranska,False,0,Spartacus [w 39]
Peter Ustinov,1921,2004,Stranska,True,0,Spartacus [w 39]
Brenda Vaccaro,1939,,Glavna,False,1,Once Is Not Enough
Brenda Vaccaro,1939,,Glavna,True,0,Once Is Not Enough
Brenda Vaccaro,1939,,Stranska,False,0,Once Is Not Enough
Brenda Vaccaro,1939,,Stranska,True,0,Once Is Not Enough
Jo Van Fleet,1915,1996,Glavna,False,0,East of Eden
Jo Van Fleet,1915,1996,Glavna,True,1,East of Eden
Jo Van Fleet,1915,1996,Stranska,False,0,East of Eden
Jo Van Fleet,1915,1996,Stranska,True,0,East of Eden
Diane Varsi,1938,1992,Glavna,False,1,Peyton Place
Diane Varsi,1938,1992,Glavna,True,0,Peyton Place
Diane Varsi,1938,1992,Stranska,False,0,Peyton Place
Diane Varsi,1938,1992,Stranska,True,0,Peyton Place
Robert Vaughn,1932,2016,Glavna,False,1,"Young Philadelphians, The"
Robert Vaughn,1932,2016,Glavna,True,0,"Young Philadelphians, The"
Robert Vaughn,1932,2016,Stranska,False,0,"Young Philadelphians, The"
Robert Vaughn,1932,2016,Stranska,True,0,"Young Philadelphians, The"
Alicia Vikander,1988,,Glavna,False,0,"Danish Girl, The"
Alicia Vikander,1988,,Glavna,True,1,"Danish Girl, The"
Alicia Vikander,1988,,Stranska,False,0,"Danish Girl, The"
Alicia Vikander,1988,,Stranska,True,0,"Danish Girl, The"
Jon Voight,1938,,Glavna,False,3,Coming Home
Jon Voight,1938,,Glavna,True,1,Coming Home
Jon Voight,1938,,Stranska,False,0,Coming Home
Jon Voight,1938,,Stranska,True,0,Coming Home
Max von Sydow,1929,2020,Glavna,False,1,Pelle the Conqueror
Max von Sydow,1929,2020,Glavna,True,0,Pelle the Conqueror
Max von Sydow,1929,2020,Stranska,False,1,Pelle the Conqueror
Max von Sydow,1929,2020,Stranska,True,0,Pelle the Conqueror
Mark Wahlberg,1971,,Glavna,False,1,"Departed, The"
Mark Wahlberg,1971,,Glavna,True,0,"Departed, The"
Mark Wahlberg,1971,,Stranska,False,0,"Departed, The"
Mark Wahlberg,1971,,Stranska,True,0,"Departed, The"
Christopher Walken,1943,,Glavna,False,1,"Deer Hunter, The"
Christopher Walken,1943,,Glavna,True,1,"Deer Hunter, The"
Christopher Walken,1943,,Stranska,False,0,"Deer Hunter, The"
Christopher Walken,1943,,Stranska,True,0,"Deer Hunter, The"
Quvenzhané Wallis,2003,,Glavna,False,1,Beasts of the Southern Wild
Quvenzhané Wallis,2003,,Glavna,True,0,Beasts of the Southern Wild
Quvenzhané Wallis,2003,,Stranska,False,0,Beasts of the Southern Wild
Quvenzhané Wallis,2003,,Stranska,True,0,Beasts of the Southern Wild
Julie Walters,1950,,Glavna,False,1,Educating Rita
Julie Walters,1950,,Glavna,True,0,Educating Rita
Julie Walters,1950,,Stranska,False,1,Educating Rita
Julie Walters,1950,,Stranska,True,0,Educating Rita
Christoph Waltz,1956,,Glavna,False,0,Inglourious Basterds [w 40]
Christoph Waltz,1956,,Glavna,True,2,Inglourious Basterds [w 40]
Christoph Waltz,1956,,Stranska,False,0,Inglourious Basterds [w 40]
Christoph Waltz,1956,,Stranska,True,0,Inglourious Basterds [w 40]
Jack Warden,1920,2006,Glavna,False,2,Shampoo
Jack Warden,1920,2006,Glavna,True,0,Shampoo
Jack Warden,1920,2006,Stranska,False,0,Shampoo
Jack Warden,1920,2006,Stranska,True,0,Shampoo
H. B. Warner,1875,1958,Glavna,False,1,Lost Horizon
H. B. Warner,1875,1958,Glavna,True,0,Lost Horizon
H. B. Warner,1875,1958,Stranska,False,0,Lost Horizon
H. B. Warner,1875,1958,Stranska,True,0,Lost Horizon
Lesley Ann Warren,1946,,Glavna,False,1,Victor/Victoria
Lesley Ann Warren,1946,,Glavna,True,0,Victor/Victoria
Lesley Ann Warren,1946,,Stranska,False,0,Victor/Victoria
Lesley Ann Warren,1946,,Stranska,True,0,Victor/Victoria
Denzel Washington,1954,,Glavna,False,7,Glory [w 41]
Denzel Washington,1954,,Glavna,True,2,Glory [w 41]
Denzel Washington,1954,,Stranska,False,0,Glory [w 41]
Denzel Washington,1954,,Stranska,True,0,Glory [w 41]
Ken Watanabe,1959,,Glavna,False,1,"Last Samurai, The"
Ken Watanabe,1959,,Glavna,True,0,"Last Samurai, The"
Ken Watanabe,1959,,Stranska,False,0,"Last Samurai, The"
Ken Watanabe,1959,,Stranska,True,0,"Last Samurai, The"
Ethel Waters,1896,1977,Glavna,False,1,Pinky
Ethel Waters,1896,1977,Glavna,True,0,Pinky
Ethel Waters,1896,1977,Stranska,False,0,Pinky
Ethel Waters,1896,1977,Stranska,True,0,Pinky
Sam Waterston,1940,,Glavna,False,1,"Killing Fields, The"
Sam Waterston,1940,,Glavna,True,0,"Killing Fields, The"
Sam Waterston,1940,,Stranska,False,0,"Killing Fields, The"
Sam Waterston,1940,,Stranska,True,0,"Killing Fields, The"
Emily Watson,1967,,Glavna,False,2,Breaking the Waves
Emily Watson,1967,,Glavna,True,0,Breaking the Waves
Emily Watson,1967,,Stranska,False,0,Breaking the Waves
Emily Watson,1967,,Stranska,True,0,Breaking the Waves
Lucile Watson,1879,1962,Glavna,False,1,Watch on the Rhine
Lucile Watson,1879,1962,Glavna,True,0,Watch on the Rhine
Lucile Watson,1879,1962,Stranska,False,0,Watch on the Rhine
Lucile Watson,1879,1962,Stranska,True,0,Watch on the Rhine
Naomi Watts,1968,,Glavna,False,2,21 Grams
Naomi Watts,1968,,Glavna,True,0,21 Grams
Naomi Watts,1968,,Stranska,False,0,21 Grams
Naomi Watts,1968,,Stranska,True,0,21 Grams
John Wayne,1907,1979,Glavna,False,1,True Grit
John Wayne,1907,1979,Glavna,True,1,True Grit
John Wayne,1907,1979,Stranska,False,0,True Grit
John Wayne,1907,1979,Stranska,True,0,True Grit
Jacki Weaver,1947,,Glavna,False,2,Animal Kingdom
Jacki Weaver,1947,,Glavna,True,0,Animal Kingdom
Jacki Weaver,1947,,Stranska,False,0,Animal Kingdom
Jacki Weaver,1947,,Stranska,True,0,Animal Kingdom
Sigourney Weaver,1949,,Glavna,False,2,Aliens [n 11]
Sigourney Weaver,1949,,Glavna,True,0,Aliens [n 11]
Sigourney Weaver,1949,,Stranska,False,1,Aliens [n 11]
Sigourney Weaver,1949,,Stranska,True,0,Aliens [n 11]
Clifton Webb,1889,1966,Glavna,False,1,Sitting Pretty
Clifton Webb,1889,1966,Glavna,True,0,Sitting Pretty
Clifton Webb,1889,1966,Stranska,False,2,Sitting Pretty
Clifton Webb,1889,1966,Stranska,True,0,Sitting Pretty
Rachel Weisz,1970 *,,Glavna,False,1,"Constant Gardener, The"
Rachel Weisz,1970 *,,Glavna,True,1,"Constant Gardener, The"
Rachel Weisz,1970 *,,Stranska,False,0,"Constant Gardener, The"
Rachel Weisz,1970 *,,Stranska,True,0,"Constant Gardener, The"
Tuesday Weld,1943,,Glavna,False,1,Looking for Mr. Goodbar
Tuesday Weld,1943,,Glavna,True,0,Looking for Mr. Goodbar
Tuesday Weld,1943,,Stranska,False,0,Looking for Mr. Goodbar
Tuesday Weld,1943,,Stranska,True,0,Looking for Mr. Goodbar
Orson Welles,1915,1985,Glavna,False,1,Citizen Kane
Orson Welles,1915,1985,Glavna,True,0,Citizen Kane
Orson Welles,1915,1985,Stranska,False,0,Citizen Kane
Orson Welles,1915,1985,Stranska,True,0,Citizen Kane
Oskar Werner,1922,1984,Glavna,False,1,Ship of Fools
Oskar Werner,1922,1984,Glavna,True,0,Ship of Fools
Oskar Werner,1922,1984,Stranska,False,0,Ship of Fools
Oskar Werner,1922,1984,Stranska,True,0,Ship of Fools
Forest Whitaker,1961,,Glavna,False,0,"Last King of Scotland, The"
Forest Whitaker,1961,,Glavna,True,1,"Last King of Scotland, The"
Forest Whitaker,1961,,Stranska,False,0,"Last King of Scotland, The"
Forest Whitaker,1961,,Stranska,True,0,"Last King of Scotland, The"
Stuart Whitman,1928,2020,Glavna,False,1,"Mark, The"
Stuart Whitman,1928,2020,Glavna,True,0,"Mark, The"
Stuart Whitman,1928,2020,Stranska,False,0,"Mark, The"
Stuart Whitman,1928,2020,Stranska,True,0,"Mark, The"
James Whitmore,1921,2009,Glavna,False,1,"Give 'em Hell, Harry!"
James Whitmore,1921,2009,Glavna,True,0,"Give 'em Hell, Harry!"
James Whitmore,1921,2009,Stranska,False,1,"Give 'em Hell, Harry!"
James Whitmore,1921,2009,Stranska,True,0,"Give 'em Hell, Harry!"
May Whitty,1865,1948,Glavna,False,2,Night Must Fall
May Whitty,1865,1948,Glavna,True,0,Night Must Fall
May Whitty,1865,1948,Stranska,False,0,Night Must Fall
May Whitty,1865,1948,Stranska,True,0,Night Must Fall
Richard Widmark,1914,2008,Glavna,False,1,Kiss of Death
Richard Widmark,1914,2008,Glavna,True,0,Kiss of Death
Richard Widmark,1914,2008,Stranska,False,0,Kiss of Death
Richard Widmark,1914,2008,Stranska,True,0,Kiss of Death
Dianne Wiest,1948,,Glavna,False,1,Hannah and Her Sisters [w 42]
Dianne Wiest,1948,,Glavna,True,2,Hannah and Her Sisters [w 42]
Dianne Wiest,1948,,Stranska,False,0,Hannah and Her Sisters [w 42]
Dianne Wiest,1948,,Stranska,True,0,Hannah and Her Sisters [w 42]
Jack Wild,1952,2006,Glavna,False,1,Oliver!
Jack Wild,1952,2006,Glavna,True,0,Oliver!
Jack Wild,1952,2006,Stranska,False,0,Oliver!
Jack Wild,1952,2006,Stranska,True,0,Oliver!
